employee_id,employee_age,employee_gender,department,job_role,monthly_income,years_at_company,years_in_current_role,actual_conversion,predicted_conversion
7764,23.0,1.0,2.0,3.0,70476,3.0,9.0,0,0
6722,20.0,1.0,2.0,0.0,137229,9.0,7.0,1,1
15964,21.0,1.0,3.0,3.0,49660,10.0,9.0,0,0
7171,20.0,1.0,3.0,1.0,144913,6.0,9.0,1,1
3861,58.0,1.0,3.0,1.0,63692,18.0,6.0,0,0
8185,32.0,1.0,1.0,3.0,35975,13.0,6.0,0,0
9377,22.0,1.0,0.0,2.0,137799,17.0,6.0,1,1
7472,31.0,0.0,2.0,3.0,84746,8.0,6.0,0,0
4038,41.0,1.0,3.0,2.0,89712,18.0,1.0,0,0
5709,39.0,1.0,2.0,3.0,35284,1.0,3.0,0,0
6416,25.0,0.0,4.0,1.0,117986,12.0,2.0,1,1
8104,23.0,1.0,0.0,1.0,69885,18.0,5.0,0,0
13915,26.0,0.0,3.0,2.0,30387,20.0,6.0,0,0
5149,32.0,0.0,1.0,0.0,93228,3.0,8.0,1,1
14684,53.0,0.0,4.0,3.0,83556,14.0,10.0,1,0
18692,25.0,0.0,4.0,0.0,50472,8.0,6.0,0,0
3034,44.0,0.0,2.0,0.0,82131,1.0,5.0,0,0
8744,50.0,1.0,3.0,1.0,105136,17.0,5.0,1,1
13832,26.0,1.0,0.0,3.0,34536,17.0,2.0,0,0
12855,43.0,0.0,1.0,3.0,33622,7.0,7.0,0,0
3362,22.0,1.0,3.0,3.0,135470,4.0,4.0,1,1
8806,35.0,0.0,2.0,2.0,39270,3.0,6.0,0,0
1886,34.0,0.0,4.0,0.0,124072,17.0,5.0,1,1
11550,25.0,1.0,3.0,0.0,136844,19.0,6.0,1,1
1712,55.0,0.0,0.0,1.0,78757,6.0,7.0,0,0
576,,,,,35238,,,0,0
15822,32.0,0.0,1.0,0.0,80887,12.0,9.0,0,0
18900,40.0,1.0,0.0,0.0,102718,17.0,2.0,1,1
18036,33.0,0.0,2.0,0.0,49456,7.0,2.0,0,0
14347,22.0,0.0,4.0,2.0,147846,9.0,1.0,1,1
19034,19.0,1.0,1.0,1.0,67931,9.0,3.0,0,0
7205,49.0,1.0,3.0,2.0,129353,16.0,2.0,1,1
18627,29.0,0.0,2.0,1.0,60756,5.0,2.0,0,0
5910,63.0,0.0,1.0,3.0,114926,8.0,7.0,1,1
13572,61.0,1.0,0.0,2.0,139751,2.0,8.0,1,1
11071,37.0,1.0,1.0,1.0,50540,7.0,1.0,1,0
776,,,,,133034,,,1,1
4037,52.0,0.0,2.0,3.0,79417,20.0,9.0,0,0
10023,25.0,0.0,4.0,2.0,141259,11.0,3.0,1,1
309,,,,,97271,,,1,1
19890,57.0,1.0,3.0,0.0,39860,8.0,8.0,0,0
10342,59.0,0.0,4.0,3.0,133003,4.0,1.0,1,1
12345,18.0,0.0,2.0,0.0,87176,14.0,4.0,0,0
3550,19.0,1.0,1.0,2.0,51622,6.0,8.0,0,0
3867,23.0,0.0,2.0,2.0,46155,11.0,8.0,0,0
11708,59.0,0.0,1.0,2.0,77086,1.0,6.0,0,0
16760,64.0,0.0,2.0,2.0,144781,15.0,5.0,1,1
6914,18.0,0.0,3.0,0.0,64029,18.0,2.0,0,0
7872,45.0,0.0,3.0,3.0,146844,12.0,5.0,1,1
4203,32.0,0.0,1.0,0.0,74603,13.0,6.0,0,0
19516,52.0,0.0,2.0,1.0,43393,14.0,3.0,0,0
14334,58.0,1.0,4.0,0.0,105588,2.0,2.0,1,1
15864,53.0,0.0,0.0,0.0,70986,9.0,2.0,0,0
10492,50.0,0.0,0.0,3.0,68260,2.0,10.0,0,0
7877,19.0,1.0,2.0,1.0,143754,14.0,7.0,1,1
6592,38.0,1.0,4.0,2.0,44080,10.0,1.0,0,0
6379,54.0,0.0,0.0,1.0,96799,4.0,5.0,1,1
19026,26.0,1.0,2.0,1.0,119329,14.0,1.0,1,1
7449,49.0,0.0,2.0,0.0,94893,13.0,8.0,1,1
13233,19.0,1.0,3.0,0.0,62536,13.0,4.0,0,0
3377,23.0,1.0,4.0,2.0,73542,4.0,6.0,0,0
2292,64.0,1.0,0.0,1.0,56590,14.0,10.0,0,0
2729,58.0,1.0,3.0,1.0,76820,1.0,3.0,0,0
14460,65.0,0.0,0.0,1.0,104035,16.0,9.0,1,1
2815,49.0,1.0,0.0,2.0,124089,15.0,8.0,1,1
17072,41.0,1.0,4.0,3.0,58288,6.0,2.0,0,0
9731,54.0,0.0,1.0,2.0,148911,3.0,10.0,1,1
3376,42.0,1.0,2.0,0.0,88713,10.0,4.0,0,0
19263,37.0,1.0,2.0,3.0,144868,6.0,4.0,1,1
10153,53.0,1.0,4.0,1.0,110053,2.0,7.0,1,1
12762,49.0,0.0,2.0,2.0,117311,19.0,4.0,1,1
8355,42.0,1.0,1.0,1.0,149160,5.0,5.0,1,1
18873,60.0,0.0,3.0,1.0,135038,6.0,7.0,1,1
1438,57.0,0.0,4.0,2.0,103320,20.0,6.0,1,1
15120,30.0,1.0,0.0,1.0,40687,5.0,6.0,0,0
13206,51.0,1.0,0.0,1.0,75799,13.0,3.0,0,0
12423,18.0,0.0,3.0,3.0,91717,7.0,10.0,1,1
16688,23.0,1.0,2.0,3.0,143830,18.0,1.0,1,1
1551,53.0,0.0,2.0,0.0,88067,4.0,4.0,0,0
5680,65.0,0.0,1.0,3.0,84319,11.0,9.0,0,0
11031,52.0,0.0,3.0,3.0,95868,20.0,9.0,1,1
10953,40.0,0.0,0.0,2.0,90120,15.0,1.0,0,0
9049,18.0,1.0,0.0,0.0,120778,16.0,4.0,1,1
18372,57.0,1.0,0.0,2.0,36612,20.0,2.0,0,0
462,,,,,81886,,,0,0
14600,61.0,0.0,0.0,0.0,30297,18.0,3.0,0,0
17960,31.0,1.0,2.0,0.0,137599,19.0,10.0,1,1
5335,24.0,0.0,0.0,2.0,119273,3.0,2.0,1,1
9737,19.0,1.0,4.0,2.0,40726,7.0,6.0,0,0
9203,57.0,1.0,3.0,0.0,40359,18.0,10.0,0,0
15982,34.0,0.0,3.0,3.0,50928,15.0,8.0,0,0
1012,32.0,1.0,0.0,1.0,54286,1.0,8.0,0,0
7704,47.0,0.0,0.0,1.0,114578,5.0,6.0,1,1
9092,22.0,0.0,0.0,2.0,112644,9.0,4.0,1,1
6225,18.0,0.0,1.0,2.0,106235,5.0,6.0,1,1
5914,28.0,0.0,4.0,0.0,110202,18.0,5.0,1,1
4593,49.0,0.0,4.0,2.0,116699,16.0,1.0,1,1
2842,29.0,0.0,1.0,3.0,94175,13.0,1.0,1,1
846,,,,,69299,,,0,0
7011,65.0,0.0,0.0,2.0,98155,1.0,7.0,1,1
16532,30.0,0.0,2.0,1.0,141890,2.0,9.0,1,1
10354,32.0,0.0,4.0,1.0,102234,5.0,10.0,1,1
15259,35.0,0.0,4.0,1.0,78813,9.0,9.0,0,0
17503,48.0,0.0,4.0,3.0,142754,15.0,1.0,1,1
14030,24.0,1.0,2.0,0.0,49160,20.0,9.0,0,0
11462,53.0,0.0,1.0,2.0,67793,14.0,1.0,0,0
12309,28.0,0.0,2.0,1.0,116913,18.0,1.0,1,1
12339,54.0,1.0,1.0,0.0,130996,20.0,1.0,1,1
6974,27.0,0.0,4.0,1.0,69614,13.0,9.0,0,0
13900,49.0,1.0,1.0,3.0,84305,18.0,5.0,0,0
15334,19.0,0.0,1.0,0.0,44707,9.0,8.0,0,0
19854,65.0,0.0,4.0,1.0,75135,2.0,4.0,0,0
12545,28.0,1.0,4.0,3.0,111742,9.0,9.0,1,1
13743,65.0,0.0,0.0,3.0,114933,6.0,7.0,1,1
1468,20.0,1.0,2.0,0.0,77883,5.0,8.0,0,0
17942,54.0,0.0,3.0,0.0,117595,19.0,7.0,1,1
3488,43.0,1.0,3.0,0.0,63849,16.0,6.0,0,0
14608,42.0,0.0,1.0,3.0,145683,8.0,9.0,1,1
10392,38.0,1.0,3.0,1.0,90625,5.0,5.0,0,1
3048,25.0,1.0,2.0,1.0,61553,4.0,2.0,0,0
795,,,,,76733,,,0,0
19849,56.0,0.0,3.0,1.0,131125,11.0,10.0,1,1
5716,21.0,1.0,2.0,2.0,130298,15.0,9.0,1,1
2449,45.0,0.0,4.0,0.0,102100,6.0,3.0,1,1
18496,32.0,1.0,2.0,1.0,38999,5.0,2.0,0,0
16223,22.0,0.0,4.0,0.0,67390,1.0,6.0,0,0
13268,30.0,0.0,1.0,1.0,79778,6.0,8.0,0,0
16036,54.0,0.0,1.0,1.0,43471,17.0,7.0,0,0
8243,30.0,1.0,2.0,2.0,59864,6.0,1.0,0,0
8699,40.0,0.0,4.0,3.0,128803,15.0,10.0,1,1
9900,54.0,1.0,0.0,2.0,68286,17.0,9.0,0,0
665,,,,,112987,,,1,1
12954,45.0,1.0,4.0,3.0,104052,12.0,7.0,1,1
2657,36.0,1.0,1.0,0.0,102461,6.0,5.0,1,1
11791,31.0,1.0,1.0,3.0,98922,10.0,3.0,1,1
3540,37.0,0.0,2.0,3.0,129135,4.0,3.0,1,1
13171,38.0,0.0,2.0,1.0,98123,7.0,3.0,1,1
8908,48.0,0.0,0.0,3.0,34322,16.0,1.0,0,0
9324,38.0,0.0,0.0,2.0,49223,1.0,2.0,0,0
18178,36.0,1.0,4.0,1.0,100936,3.0,4.0,1,1
372,,,,,76976,,,0,0
6081,50.0,1.0,1.0,2.0,107242,4.0,4.0,1,1
914,,,,,77606,,,0,0
184,,,,,63828,,,0,0
12224,52.0,1.0,2.0,2.0,65772,11.0,7.0,0,0
5226,20.0,1.0,3.0,2.0,79813,15.0,5.0,0,0
14027,41.0,0.0,1.0,3.0,128558,17.0,1.0,1,1
7003,47.0,0.0,1.0,1.0,102921,17.0,4.0,1,1
10348,24.0,0.0,1.0,3.0,68827,1.0,6.0,0,0
9002,54.0,0.0,1.0,3.0,81273,15.0,9.0,0,0
5428,23.0,1.0,0.0,1.0,71329,6.0,7.0,0,0
4049,38.0,1.0,0.0,0.0,128345,19.0,5.0,1,1
6339,45.0,1.0,3.0,0.0,96678,6.0,1.0,1,1
18284,36.0,0.0,1.0,2.0,108119,20.0,2.0,1,1
5874,44.0,1.0,0.0,2.0,43918,3.0,5.0,0,0
7568,24.0,1.0,0.0,2.0,67420,12.0,7.0,0,0
4101,43.0,0.0,4.0,2.0,129752,17.0,3.0,1,1
19758,61.0,1.0,1.0,3.0,123322,2.0,5.0,1,1
5332,34.0,1.0,1.0,1.0,60107,6.0,1.0,0,0
6221,25.0,0.0,3.0,0.0,114749,20.0,8.0,1,1
5269,18.0,0.0,3.0,3.0,139851,12.0,5.0,1,1
19334,25.0,0.0,3.0,2.0,121278,20.0,1.0,1,1
17646,38.0,0.0,1.0,1.0,123333,14.0,4.0,1,1
16437,40.0,0.0,2.0,3.0,70309,13.0,7.0,0,0
6287,44.0,1.0,1.0,0.0,97754,15.0,5.0,1,1
8168,60.0,1.0,1.0,3.0,32842,1.0,9.0,0,0
14886,18.0,1.0,1.0,1.0,92644,3.0,2.0,1,1
7990,34.0,1.0,3.0,1.0,103763,19.0,5.0,1,1
7406,24.0,1.0,2.0,3.0,65423,17.0,8.0,0,0
8511,41.0,0.0,0.0,3.0,61974,2.0,8.0,0,0
5137,58.0,0.0,2.0,3.0,114389,16.0,7.0,1,1
11308,39.0,0.0,1.0,2.0,89947,7.0,3.0,0,0
4310,41.0,0.0,2.0,3.0,107873,9.0,10.0,1,1
18280,41.0,0.0,3.0,2.0,73833,4.0,10.0,0,0
19340,29.0,1.0,2.0,0.0,60485,7.0,8.0,0,0
4937,59.0,1.0,1.0,2.0,59337,16.0,7.0,0,0
10361,41.0,1.0,1.0,0.0,50270,3.0,3.0,0,0
4831,64.0,0.0,2.0,1.0,68343,9.0,5.0,0,0
4862,53.0,1.0,4.0,2.0,144668,2.0,6.0,1,1
8514,41.0,1.0,4.0,1.0,98695,11.0,6.0,1,1
19331,39.0,0.0,2.0,1.0,114512,6.0,6.0,1,1
9759,30.0,1.0,4.0,0.0,74355,15.0,1.0,1,0
15160,20.0,1.0,4.0,2.0,118780,10.0,9.0,1,1
6583,42.0,0.0,2.0,2.0,114215,16.0,6.0,1,1
19993,54.0,1.0,0.0,3.0,139063,6.0,1.0,1,1
16431,20.0,1.0,1.0,3.0,49324,18.0,3.0,0,0
7622,60.0,1.0,2.0,2.0,79053,7.0,4.0,0,0
2751,27.0,1.0,2.0,0.0,66915,8.0,6.0,0,0
8688,34.0,1.0,4.0,1.0,101793,12.0,1.0,1,1
11972,61.0,1.0,2.0,2.0,128919,10.0,4.0,1,1
17749,21.0,1.0,0.0,1.0,148683,3.0,4.0,1,1
17633,53.0,0.0,4.0,3.0,101592,11.0,5.0,1,1
6687,44.0,1.0,2.0,2.0,61028,14.0,10.0,0,0
19324,23.0,1.0,2.0,1.0,55588,7.0,10.0,0,0
15275,63.0,0.0,4.0,2.0,125029,18.0,8.0,1,1
14308,52.0,1.0,2.0,3.0,124239,5.0,7.0,1,1
4794,35.0,0.0,2.0,3.0,115717,7.0,4.0,1,1
14461,18.0,1.0,1.0,3.0,72323,10.0,9.0,0,0
1958,43.0,0.0,3.0,0.0,138731,18.0,2.0,1,1
7006,42.0,1.0,2.0,0.0,74037,2.0,7.0,0,0
12179,65.0,0.0,0.0,0.0,76502,8.0,9.0,0,0
13614,41.0,0.0,4.0,3.0,32177,15.0,6.0,0,0
7030,42.0,1.0,4.0,3.0,57043,11.0,4.0,0,0
13734,43.0,1.0,3.0,0.0,57589,4.0,3.0,0,0
6194,46.0,0.0,3.0,3.0,132477,16.0,9.0,1,1
6970,63.0,1.0,2.0,3.0,73619,15.0,7.0,0,0
6665,21.0,1.0,4.0,3.0,131133,9.0,3.0,1,1
10424,44.0,1.0,3.0,1.0,143871,14.0,8.0,1,1
9177,64.0,0.0,3.0,0.0,121829,13.0,5.0,1,1
6753,63.0,0.0,3.0,0.0,40235,7.0,1.0,0,0
10432,61.0,1.0,3.0,1.0,91555,6.0,1.0,1,1
19560,40.0,1.0,3.0,3.0,98316,3.0,10.0,1,1
3436,24.0,0.0,0.0,0.0,109579,10.0,4.0,1,1
15886,63.0,1.0,3.0,1.0,123104,13.0,6.0,1,1
9878,35.0,1.0,0.0,1.0,129293,10.0,10.0,1,1
10235,65.0,1.0,2.0,3.0,30230,5.0,7.0,0,0
5289,23.0,1.0,0.0,2.0,46965,11.0,2.0,0,0
18003,19.0,1.0,0.0,1.0,33647,16.0,3.0,0,0
3517,24.0,1.0,0.0,3.0,98927,9.0,9.0,1,1
3942,46.0,0.0,3.0,0.0,106230,4.0,6.0,1,1
18439,20.0,1.0,0.0,2.0,106750,8.0,7.0,1,1
7839,19.0,1.0,4.0,2.0,42243,8.0,8.0,0,0
558,,,,,133482,,,1,1
15595,37.0,1.0,2.0,2.0,89941,13.0,8.0,0,0
14793,18.0,0.0,1.0,2.0,137984,17.0,8.0,1,1
9551,28.0,1.0,0.0,1.0,125865,6.0,2.0,1,1
4985,36.0,1.0,0.0,0.0,54969,14.0,6.0,0,0
13451,25.0,1.0,0.0,0.0,97382,8.0,5.0,1,1
18519,56.0,0.0,4.0,0.0,69964,12.0,1.0,0,0
13932,37.0,0.0,1.0,1.0,59456,4.0,6.0,0,0
3952,24.0,1.0,4.0,0.0,128746,15.0,5.0,1,1
5130,38.0,1.0,4.0,3.0,131972,20.0,7.0,1,1
792,,,,,74262,,,0,0
5774,49.0,0.0,3.0,2.0,103540,2.0,7.0,1,1
19166,62.0,1.0,3.0,1.0,30435,18.0,1.0,0,0
12086,22.0,0.0,0.0,2.0,46044,4.0,5.0,0,0
6998,43.0,1.0,2.0,1.0,129320,7.0,6.0,1,1
9126,28.0,1.0,1.0,2.0,111150,12.0,6.0,1,1
7738,32.0,1.0,4.0,2.0,117461,15.0,1.0,1,1
13649,51.0,0.0,2.0,0.0,42501,15.0,1.0,0,0
15536,20.0,0.0,4.0,0.0,131800,6.0,3.0,1,1
19129,65.0,1.0,3.0,1.0,83390,19.0,1.0,0,0
5234,44.0,0.0,1.0,2.0,119391,12.0,2.0,1,1
5778,37.0,0.0,1.0,1.0,55399,14.0,4.0,0,0
18048,65.0,1.0,2.0,3.0,33405,1.0,1.0,0,0
7524,25.0,0.0,3.0,2.0,35574,7.0,3.0,0,0
3080,55.0,0.0,4.0,3.0,82189,4.0,2.0,0,0
6047,62.0,0.0,1.0,3.0,78009,1.0,8.0,0,0
8706,63.0,0.0,4.0,2.0,130423,8.0,6.0,0,1
2601,18.0,1.0,0.0,1.0,108132,8.0,4.0,1,1
10386,62.0,1.0,0.0,2.0,127383,20.0,8.0,1,1
10260,64.0,1.0,3.0,1.0,143690,12.0,10.0,1,1
209,,,,,105767,,,1,1
11494,44.0,1.0,4.0,0.0,44780,9.0,10.0,0,0
8229,61.0,0.0,3.0,1.0,60233,15.0,1.0,1,0
8680,64.0,0.0,3.0,0.0,139418,5.0,5.0,1,1
5898,55.0,0.0,3.0,3.0,127407,16.0,6.0,1,1
18135,49.0,1.0,3.0,3.0,34091,16.0,3.0,0,0
9911,28.0,1.0,2.0,1.0,137670,20.0,8.0,1,1
12355,37.0,1.0,4.0,3.0,61114,2.0,6.0,0,0
9948,34.0,1.0,1.0,0.0,127065,3.0,9.0,1,1
8704,58.0,0.0,0.0,0.0,66548,13.0,6.0,0,0
6271,43.0,0.0,0.0,0.0,117960,12.0,9.0,1,1
7596,22.0,1.0,1.0,3.0,143865,14.0,2.0,1,1
11936,57.0,1.0,1.0,2.0,37870,8.0,1.0,0,0
8407,29.0,0.0,1.0,3.0,142342,1.0,3.0,1,1
2540,30.0,1.0,4.0,1.0,101653,1.0,2.0,1,1
9218,48.0,0.0,2.0,1.0,142013,12.0,9.0,1,1
17623,51.0,0.0,0.0,2.0,85115,12.0,7.0,0,0
11243,56.0,0.0,2.0,1.0,89636,5.0,5.0,0,0
8713,18.0,1.0,3.0,0.0,67334,19.0,2.0,0,0
1344,24.0,0.0,4.0,3.0,69712,19.0,5.0,0,0
149,,,,,54539,,,0,0
14661,54.0,0.0,2.0,2.0,50109,8.0,9.0,0,0
12623,35.0,1.0,3.0,0.0,44275,20.0,4.0,0,0
2683,26.0,1.0,1.0,2.0,145143,6.0,7.0,1,1
14679,38.0,0.0,3.0,3.0,50896,10.0,2.0,0,0
9155,35.0,1.0,0.0,3.0,111269,9.0,10.0,1,1
8759,26.0,0.0,3.0,3.0,139780,13.0,1.0,1,1
10823,51.0,1.0,1.0,1.0,121530,10.0,1.0,1,1
8486,19.0,1.0,4.0,1.0,52707,17.0,5.0,0,0
5985,24.0,1.0,1.0,1.0,148697,19.0,8.0,1,1
12627,22.0,0.0,0.0,2.0,65234,2.0,9.0,0,0
8001,56.0,0.0,4.0,1.0,50471,4.0,6.0,0,0
15777,33.0,0.0,4.0,2.0,92905,6.0,6.0,1,1
8221,46.0,0.0,2.0,3.0,77205,15.0,10.0,0,0
6608,31.0,0.0,1.0,0.0,49943,14.0,5.0,0,0
17429,38.0,1.0,2.0,3.0,147719,14.0,7.0,1,1
7865,18.0,0.0,2.0,3.0,111385,4.0,10.0,1,1
753,,,,,62308,,,0,0
10530,25.0,1.0,3.0,2.0,87185,5.0,9.0,0,0
17467,64.0,0.0,1.0,3.0,134923,6.0,10.0,1,1
822,,,,,102125,,,1,1
773,,,,,51690,,,0,0
9455,31.0,1.0,4.0,0.0,139501,7.0,2.0,1,1
4140,45.0,1.0,4.0,3.0,62328,20.0,1.0,0,0
13426,37.0,0.0,1.0,3.0,66383,1.0,1.0,1,0
11081,43.0,0.0,4.0,3.0,125311,18.0,2.0,1,1
5626,30.0,1.0,1.0,0.0,85277,16.0,7.0,0,0
19958,21.0,1.0,3.0,0.0,56540,19.0,4.0,0,0
9150,42.0,1.0,3.0,3.0,33090,16.0,3.0,0,0
13182,57.0,1.0,2.0,2.0,59481,14.0,5.0,0,0
13663,25.0,1.0,2.0,2.0,121892,13.0,6.0,1,1
6166,39.0,0.0,4.0,0.0,46545,5.0,7.0,0,0
449,,,,,145669,,,1,1
17540,64.0,0.0,2.0,0.0,116090,1.0,7.0,1,1
9829,40.0,0.0,4.0,3.0,89306,8.0,9.0,0,0
11645,19.0,1.0,2.0,0.0,60029,10.0,5.0,0,0
4496,31.0,0.0,4.0,2.0,110389,1.0,4.0,1,1
3629,29.0,0.0,1.0,1.0,39558,11.0,9.0,0,0
17,,,,,97222,,,1,1
8463,24.0,1.0,3.0,3.0,94174,8.0,10.0,1,1
14766,23.0,0.0,3.0,0.0,42119,20.0,4.0,0,0
12833,20.0,1.0,1.0,1.0,115150,7.0,3.0,1,1
4684,30.0,0.0,0.0,1.0,88395,5.0,4.0,0,0
1475,32.0,1.0,2.0,0.0,31646,13.0,3.0,0,0
8347,27.0,0.0,0.0,0.0,145829,13.0,7.0,1,1
15423,48.0,0.0,2.0,0.0,142651,3.0,3.0,1,1
5955,48.0,0.0,2.0,0.0,80941,1.0,1.0,0,0
16731,58.0,0.0,2.0,3.0,120946,7.0,7.0,1,1
13339,20.0,1.0,2.0,2.0,62545,16.0,8.0,0,0
17640,23.0,0.0,3.0,2.0,60922,6.0,6.0,0,0
1192,19.0,0.0,1.0,2.0,42911,16.0,5.0,0,0
2577,46.0,0.0,2.0,2.0,149274,14.0,8.0,1,1
15739,44.0,1.0,4.0,1.0,142407,5.0,7.0,1,1
2123,43.0,1.0,0.0,2.0,125757,15.0,5.0,1,1
1584,64.0,1.0,3.0,2.0,133178,8.0,6.0,1,1
2331,35.0,0.0,4.0,2.0,142361,3.0,2.0,1,1
11111,36.0,1.0,4.0,2.0,105702,5.0,7.0,1,1
13158,18.0,1.0,2.0,1.0,133108,9.0,5.0,1,1
12779,44.0,0.0,4.0,2.0,127368,4.0,10.0,1,1
19211,55.0,1.0,1.0,0.0,32776,16.0,3.0,0,0
2338,28.0,1.0,4.0,1.0,82327,13.0,4.0,0,0
12113,51.0,1.0,1.0,0.0,145898,15.0,2.0,1,1
14966,44.0,1.0,1.0,1.0,79493,2.0,4.0,0,0
10444,38.0,0.0,2.0,3.0,139546,7.0,10.0,1,1
1726,39.0,0.0,2.0,2.0,123066,1.0,10.0,1,1
1472,53.0,1.0,0.0,1.0,52117,6.0,9.0,0,0
3177,65.0,1.0,2.0,1.0,46053,7.0,8.0,0,0
12700,48.0,1.0,4.0,2.0,33347,5.0,6.0,0,0
8756,45.0,0.0,2.0,3.0,108813,20.0,10.0,1,1
18082,62.0,0.0,2.0,0.0,116079,9.0,2.0,1,1
4692,62.0,0.0,4.0,2.0,52174,12.0,8.0,0,0
15138,25.0,0.0,3.0,0.0,139385,20.0,8.0,1,1
12160,28.0,1.0,2.0,2.0,56752,14.0,9.0,0,0
2957,32.0,1.0,0.0,1.0,128541,15.0,2.0,0,1
10157,21.0,0.0,4.0,0.0,61933,8.0,8.0,0,0
10298,29.0,0.0,3.0,2.0,103928,9.0,1.0,1,1
19529,61.0,0.0,1.0,2.0,31083,13.0,6.0,0,0
4392,29.0,1.0,1.0,3.0,72418,1.0,5.0,0,0
8508,24.0,1.0,4.0,1.0,147019,1.0,1.0,1,1
12039,57.0,0.0,0.0,1.0,119767,10.0,4.0,1,1
4255,28.0,1.0,4.0,2.0,127939,8.0,7.0,1,1
10893,30.0,1.0,1.0,0.0,105840,10.0,6.0,0,1
2401,64.0,1.0,4.0,1.0,113848,15.0,7.0,1,1
8992,25.0,1.0,0.0,0.0,87197,8.0,6.0,0,0
4254,28.0,1.0,1.0,1.0,46978,4.0,1.0,0,0
7441,42.0,1.0,3.0,2.0,78444,17.0,10.0,0,0
999,,,,,44490,,,0,0
2050,59.0,0.0,0.0,2.0,110200,2.0,10.0,1,1
19583,21.0,0.0,3.0,1.0,31512,4.0,9.0,0,0
3898,47.0,0.0,0.0,0.0,39347,13.0,2.0,0,0
1144,22.0,1.0,3.0,1.0,46749,10.0,9.0,0,0
17939,34.0,0.0,4.0,2.0,33213,10.0,8.0,0,0
18754,21.0,1.0,0.0,0.0,106535,2.0,2.0,1,1
15149,38.0,1.0,0.0,0.0,100573,3.0,5.0,1,1
7716,40.0,0.0,3.0,3.0,78995,19.0,2.0,0,0
12895,56.0,0.0,3.0,1.0,36450,7.0,10.0,0,0
1477,39.0,0.0,0.0,2.0,147719,2.0,8.0,1,1
11584,50.0,1.0,3.0,3.0,30369,2.0,2.0,0,0
16880,32.0,1.0,3.0,3.0,143923,4.0,4.0,1,1
12062,34.0,0.0,0.0,0.0,96134,14.0,2.0,1,1
18412,63.0,0.0,1.0,1.0,45226,13.0,7.0,0,0
4826,46.0,1.0,0.0,2.0,136240,16.0,6.0,1,1
2157,28.0,1.0,1.0,0.0,142832,2.0,7.0,1,1
17689,45.0,1.0,3.0,0.0,63363,17.0,1.0,0,0
18378,48.0,0.0,2.0,3.0,35272,8.0,7.0,0,0
9931,63.0,1.0,2.0,0.0,148962,13.0,6.0,1,1
1728,24.0,1.0,4.0,0.0,41665,19.0,10.0,0,0
4824,33.0,0.0,0.0,1.0,97056,16.0,4.0,1,1
8893,19.0,1.0,1.0,2.0,56656,17.0,5.0,0,0
11481,59.0,1.0,3.0,1.0,33294,11.0,10.0,0,0
8456,33.0,0.0,4.0,2.0,47298,18.0,9.0,0,0
16067,19.0,1.0,1.0,3.0,31246,10.0,3.0,0,0
5155,49.0,0.0,0.0,0.0,35723,4.0,10.0,0,0
5024,47.0,1.0,4.0,2.0,53990,1.0,7.0,0,0
12875,31.0,1.0,3.0,3.0,31380,12.0,5.0,0,0
3658,49.0,1.0,0.0,1.0,132305,15.0,1.0,1,1
11827,57.0,1.0,4.0,0.0,40941,2.0,10.0,0,0
17926,50.0,1.0,0.0,0.0,35966,9.0,1.0,0,0
7512,28.0,1.0,4.0,2.0,49054,8.0,5.0,0,0
7167,64.0,1.0,3.0,3.0,86636,17.0,6.0,0,0
10587,18.0,1.0,0.0,0.0,96256,3.0,4.0,1,1
12510,42.0,1.0,3.0,3.0,39973,19.0,6.0,0,0
15869,59.0,0.0,1.0,1.0,117619,7.0,9.0,1,1
10010,26.0,0.0,4.0,1.0,128992,7.0,6.0,1,1
12319,46.0,0.0,3.0,2.0,124938,13.0,5.0,1,1
9594,44.0,0.0,1.0,3.0,90655,18.0,1.0,0,1
6444,37.0,1.0,1.0,0.0,55480,18.0,3.0,0,0
10830,21.0,1.0,0.0,3.0,121010,6.0,2.0,0,1
18885,32.0,1.0,1.0,3.0,129060,9.0,10.0,1,1
19951,49.0,0.0,3.0,0.0,92652,16.0,1.0,1,1
2650,60.0,0.0,1.0,2.0,136438,2.0,4.0,1,1
11361,22.0,0.0,0.0,1.0,89275,7.0,3.0,0,0
11546,33.0,0.0,4.0,2.0,121272,2.0,3.0,1,1
9182,38.0,1.0,2.0,0.0,93581,12.0,6.0,1,1
450,,,,,131280,,,1,1
4314,31.0,1.0,4.0,0.0,102983,3.0,8.0,1,1
18193,61.0,0.0,0.0,2.0,53646,17.0,8.0,0,0
5330,19.0,1.0,2.0,2.0,53065,4.0,5.0,0,0
9545,48.0,1.0,4.0,3.0,72293,15.0,7.0,0,0
13768,60.0,0.0,2.0,1.0,146212,1.0,6.0,1,1
3257,28.0,1.0,1.0,3.0,119571,3.0,5.0,1,1
2119,65.0,0.0,3.0,0.0,121660,15.0,3.0,1,1
14831,54.0,1.0,2.0,3.0,75511,18.0,3.0,0,0
10858,45.0,0.0,4.0,3.0,36750,15.0,6.0,0,0
5552,19.0,1.0,3.0,1.0,92876,5.0,8.0,1,1
8161,50.0,1.0,2.0,1.0,90974,11.0,5.0,1,1
16779,33.0,0.0,1.0,2.0,80063,9.0,9.0,0,0
4709,26.0,0.0,0.0,2.0,55236,9.0,10.0,0,0
3194,55.0,0.0,1.0,2.0,134132,18.0,2.0,1,1
